Rainfall_Settefrati,Temperature_Settefrati,Date,Flow_Rate_Madonna_di_Canneto
0.0,27.75,19/07/2015,216.0797671
0.0,27.25,20/07/2015,214.73097819999995
6.7,27.35,21/07/2015,277.0872416
5.6,26.45,22/07/2015,277.0872416
0.4,25.05,23/07/2015,285.256622
4.2,23.95,24/07/2015,277.0872416
52.1,22.85,25/07/2015,295.5815736
0.2,23.3,26/07/2015,274.6076082
0.0,22.0,27/07/2015,289.38548189999995
0.0,23.35,28/07/2015,291.9331534
0.0,23.0,29/07/2015,288.13956490000004
0.0,24.15,30/07/2015,294.64468839999995
0.0,25.4,31/07/2015,294.60255750000005
0.0,26.1,01/08/2015,238.4788856
0.0,25.75,02/08/2015,286.4610258
9.6,25.05,03/08/2015,288.6436626
0.0,25.4,04/08/2015,294.60255750000005
0.0,26.5,05/08/2015,243.9294081
0.0,27.25,06/08/2015,214.73097819999995
0.8,27.4,07/08/2015,295.2068845
0.0,27.05,08/08/2015,214.73097819999995
6.2,25.55,09/08/2015,277.0872416
5.2,22.55,10/08/2015,276.9656608
22.3,20.0,11/08/2015,290.7872657
0.2,23.6,12/08/2015,277.2789493
0.0,25.4,13/08/2015,294.60255750000005
1.6,25.9,14/08/2015,295.81987480000004
0.0,22.8,15/08/2015,290.10063785
10.6,17.45,16/08/2015,274.73954399999997
0.2,18.5,17/08/2015,281.67845845
0.0,19.85,18/08/2015,282.96730755
12.7,18.3,19/08/2015,293.89187010000006
0.0,18.9,20/08/2015,223.12610587499998
9.0,19.1,21/08/2015,286.9831089
4.2,19.05,22/08/2015,291.75722169999995
0.0,19.8,23/08/2015,277.2510121
0.0,20.6,24/08/2015,291.15425310000006
0.0,22.4,25/08/2015,290.5236353
0.0,21.45,26/08/2015,290.841512
0.0,23.25,27/08/2015,291.6549225
0.0,23.65,28/08/2015,292.99084460000006
0.0,25.25,29/08/2015,276.9091559
0.0,26.0,30/08/2015,290.9855895
0.0,25.8,31/08/2015,286.4610258
0.0,24.45,01/09/2015,265.5336538
0.0,23.25,02/09/2015,291.6549225
0.0,22.15,03/09/2015,291.1634912
2.7,21.9,04/09/2015,295.326775
13.8,19.45,05/09/2015,264.2501785
0.0,17.6,06/09/2015,281.57632193999996
0.0,18.35,07/09/2015,284.8523947
0.0,18.25,08/09/2015,295.0102957
0.0,16.25,09/09/2015,283.90489335
0.0,17.65,10/09/2015,253.2624411
4.0,17.5,11/09/2015,213.1538985
0.0,18.1,12/09/2015,292.0592481
0.0,20.25,13/09/2015,294.4546586
2.2,20.4,14/09/2015,296.099689
0.0,22.2,15/09/2015,284.21816055
0.0,23.2,16/09/2015,291.6549225
0.0,25.4,17/09/2015,294.60255750000005
0.0,25.95,18/09/2015,290.9855895
0.4,24.45,19/09/2015,265.5336538
1.2,19.45,20/09/2015,289.678396
0.0,19.15,21/09/2015,290.61668575
0.0,17.35,22/09/2015,282.2620847
14.6,16.65,23/09/2015,213.88913349999999
1.0,15.2,24/09/2015,289.7706394
0.0,14.75,25/09/2015,295.4287785
0.0,14.45,26/09/2015,238.95452886666666
0.0,15.4,27/09/2015,222.63856030000002
0.0,14.2,28/09/2015,274.2687412
0.0,13.9,29/09/2015,239.7366229
0.0,13.95,30/09/2015,227.6734397
8.2,12.95,01/10/2015,275.93793989999995
15.9,16.5,02/10/2015,224.941935
0.2,16.0,03/10/2015,225.6479256
0.0,16.0,04/10/2015,227.1598042
3.4,16.0,05/10/2015,225.6479256
0.6,17.3,06/10/2015,255.95246395
5.6,16.3,07/10/2015,295.42541989999995
0.0,15.4,08/10/2015,222.63856030000002
2.0,14.6,09/10/2015,241.56582110000002
34.0,14.5,10/10/2015,296.6075439
18.1,10.9,11/10/2015,286.4090661
0.2,12.95,12/10/2015,275.6731375
12.8,12.65,13/10/2015,280.1491262
31.2,17.2,14/10/2015,283.1913106
9.3,12.65,15/10/2015,273.7222372
0.0,12.1,16/10/2015,243.78770669999997
1.6,12.6,17/10/2015,284.93659260000004
0.4,11.8,18/10/2015,274.1432099
15.0,15.95,19/10/2015,277.0327085
0.2,14.15,20/10/2015,274.2048533
2.2,11.8,21/10/2015,274.1432099
11.4,8.5,22/10/2015,295.1046023
0.0,10.4,23/10/2015,203.72247040000002
0.0,11.95,24/10/2015,284.0851999
0.0,13.25,25/10/2015,287.02982569999995
0.0,12.65,26/10/2015,226.98751430000002
0.0,14.7,27/10/2015,283.66049454999995
6.4,12.65,28/10/2015,276.6321392
11.6,13.15,29/10/2015,280.1491262
10.6,10.7,30/10/2015,278.1584494
0.0,12.95,31/10/2015,246.2066743
0.0,12.4,01/11/2015,274.5162938
0.0,11.75,02/11/2015,201.1240064
0.0,13.2,03/11/2015,296.6075439
0.0,13.85,04/11/2015,239.7366229
0.0,14.25,05/11/2015,274.2687412
0.0,14.2,06/11/2015,274.2687412
0.0,14.25,07/11/2015,274.2687412
0.0,15.3,08/11/2015,288.7266617
0.0,15.1,09/11/2015,295.6846599
0.0,12.1,10/11/2015,243.78770669999997
0.0,14.4,11/11/2015,238.95452886666666
0.0,9.6,12/11/2015,273.6624202
0.0,11.75,13/11/2015,201.1240064
0.0,12.1,14/11/2015,243.78770669999997
0.0,11.25,15/11/2015,226.9570889
0.0,12.05,16/11/2015,284.8357024
0.0,11.1,17/11/2015,256.071703
0.0,10.8,18/11/2015,257.56160065
0.0,10.9,19/11/2015,257.56160065
1.8,9.85,20/11/2015,286.5719101
35.0,9.4,21/11/2015,282.4008892
7.2,5.6,22/11/2015,277.045497
6.0,5.9,23/11/2015,276.94187410000006
0.8,7.05,24/11/2015,296.6075439
0.0,6.2,25/11/2015,282.0716175
2.8,4.95,26/11/2015,286.14096960000006
7.2,6.5,27/11/2015,277.045497
0.0,5.45,28/11/2015,295.62162915
0.0,5.7,29/11/2015,255.956525
0.0,6.75,30/11/2015,289.06439735000004
0.0,8.9,01/12/2015,285.81122244999995
0.0,9.3,02/12/2015,296.6075439
0.0,8.35,03/12/2015,267.53809996666666
0.0,7.4,04/12/2015,295.5100706
0.0,8.2,05/12/2015,285.9295948333333
0.0,8.25,06/12/2015,286.8243296
0.0,9.3,07/12/2015,296.6075439
0.0,9.75,08/12/2015,282.2443597
0.0,8.8,09/12/2015,296.6075439
0.0,7.6,10/12/2015,281.1780577
0.0,5.75,11/12/2015,255.956525
0.0,6.8,12/12/2015,291.50363745000004
0.0,5.85,13/12/2015,281.64213589999997
0.0,5.9,14/12/2015,261.91469895
0.0,6.3,15/12/2015,275.6707627
0.0,7.25,16/12/2015,282.01426230000004
0.0,6.65,17/12/2015,295.4729666
0.0,7.3,18/12/2015,296.6075439
0.0,7.5,19/12/2015,296.6075439
0.0,8.4,20/12/2015,285.91843570000003
0.0,8.15,21/12/2015,296.6075439
0.0,7.75,22/12/2015,296.6075439
0.0,8.35,23/12/2015,267.53809996666666
0.0,6.95,24/12/2015,293.16761733333334
0.0,8.15,25/12/2015,296.6075439
0.0,9.2,26/12/2015,296.6075439
0.0,9.3,27/12/2015,296.6075439
0.0,10.25,28/12/2015,296.6075439
0.0,7.0,29/12/2015,293.16761733333334
0.0,5.2,30/12/2015,296.6075439
0.0,3.85,31/12/2015,285.11884575
0.0,3.8,01/01/2016,296.6075439
7.4,4.6,02/01/2016,289.9186152
16.3,5.4,03/01/2016,284.4637546
13.6,4.85,04/01/2016,282.46081539999994
8.6,7.65,05/01/2016,290.08289560000003
14.0,4.4,06/01/2016,296.6075439
0.6,4.1,07/01/2016,296.6075439
1.2,8.0,08/01/2016,296.6075439
0.2,11.25,09/01/2016,274.69698900000003
9.6,10.85,10/01/2016,278.1584494
8.1,9.75,11/01/2016,274.1222673
5.1,7.3,12/01/2016,296.6075439
3.6,5.45,13/01/2016,283.3420542
17.6,3.1,14/01/2016,288.00177
26.8,5.9,15/01/2016,296.6075439
0.0,3.4,16/01/2016,295.1757923
0.0,-0.4,17/01/2016,296.60754390000005
0.0,0.2,18/01/2016,296.60754390000005
0.0,0.35,19/01/2016,296.60754390000005
0.0,0.35,20/01/2016,296.60754390000005
6.2,5.0,21/01/2016,296.6075439
0.0,3.7,22/01/2016,296.6075439
0.0,2.9,23/01/2016,295.3606553
0.0,5.0,24/01/2016,293.2237942333333
0.0,5.6,25/01/2016,296.6075439
0.0,7.05,26/01/2016,296.6075439
0.0,6.85,27/01/2016,295.30245164999997
0.0,8.1,28/01/2016,296.6075439
0.0,8.1,29/01/2016,296.6075439
0.0,7.8,30/01/2016,296.6075439
0.8,7.3,31/01/2016,296.6075439
16.0,9.5,01/02/2016,288.9345757
0.2,9.3,02/02/2016,294.40369069999997
2.8,8.3,03/02/2016,296.6075439
1.2,4.9,04/02/2016,296.6075439
0.0,5.05,05/02/2016,293.2237942333333
0.0,6.15,06/02/2016,275.56805069999996
0.2,5.0,07/02/2016,292.2808907
3.8,7.6,08/02/2016,294.82201410000005
6.8,8.35,09/02/2016,276.50780960000003
9.2,5.5,10/02/2016,284.4637546
6.6,4.9,11/02/2016,289.9186152
10.6,5.45,12/02/2016,284.4637546
20.8,9.3,13/02/2016,288.9345757
40.1,8.0,14/02/2016,289.01471230000004
16.6,9.3,15/02/2016,288.9345757
1.2,12.75,16/02/2016,278.547754
0.0,10.05,17/02/2016,295.7178528
0.8,6.4,18/02/2016,284.3272472
0.8,5.55,19/02/2016,296.6075439
0.4,6.0,20/02/2016,276.6314134
0.0,7.15,21/02/2016,296.6075439
0.0,9.25,22/02/2016,296.6075439
0.0,10.35,23/02/2016,203.72247040000002
0.0,9.45,24/02/2016,273.877707
6.4,8.45,25/02/2016,276.50780960000003
13.8,7.5,26/02/2016,273.92275750000005
16.2,6.9,27/02/2016,226.94111580000003
25.7,11.85,28/02/2016,274.2566337
37.6,6.05,29/02/2016,282.46081539999994
0.0,6.95,01/03/2016,293.16761733333334
0.0,7.15,02/03/2016,296.6075439
17.2,3.4,03/03/2016,288.00177
0.2,4.6,04/03/2016,292.2808907
13.9,4.6,05/03/2016,282.46081539999994
0.4,7.05,06/03/2016,226.95837310000002
5.6,3.25,07/03/2016,296.6075439
1.6,4.25,08/03/2016,286.59731830000004
8.2,2.5,09/03/2016,296.6075439
4.8,3.55,10/03/2016,296.6075439
0.0,6.95,11/03/2016,293.16761733333334
0.2,8.55,12/03/2016,256.17406085
0.0,7.85,13/03/2016,296.6075439
0.0,8.1,14/03/2016,296.6075439
2.0,4.65,15/03/2016,286.14096960000006
0.0,5.8,16/03/2016,288.87277136666665
3.8,8.5,17/03/2016,296.6075439
0.4,8.55,18/03/2016,256.17406085
1.4,8.85,19/03/2016,288.6040936
0.0,9.2,20/03/2016,296.6075439
0.2,12.0,21/03/2016,276.3624376
1.4,14.6,22/03/2016,274.95283739999996
4.2,10.2,23/03/2016,191.8933704
0.2,5.3,24/03/2016,281.84168839999995
0.0,6.55,25/03/2016,275.6143381
0.0,8.05,26/03/2016,296.07674265
0.0,9.3,27/03/2016,296.6075439
1.6,8.2,28/03/2016,296.6075439
0.0,10.8,29/03/2016,257.56160065
0.0,12.6,30/03/2016,221.17575069999998
0.0,14.9,31/03/2016,273.62845110000006
18.0,17.2,01/04/2016,283.1913106
0.0,17.2,02/04/2016,274.8093921
0.0,15.05,03/04/2016,241.35798105
0.0,16.6,04/04/2016,292.0569577
0.0,17.3,05/04/2016,274.7366045
0.0,18.75,06/04/2016,294.5955628
0.8,17.3,07/04/2016,255.95246395
1.2,12.9,08/04/2016,278.547754
12.8,9.3,09/04/2016,285.9679685
0.6,10.6,10/04/2016,287.01741864999997
0.0,11.75,11/04/2016,201.1240064
0.0,14.05,12/04/2016,221.17575069999998
0.0,17.1,13/04/2016,221.17575069999998
0.0,14.5,14/04/2016,238.95452886666666
0.0,13.0,15/04/2016,221.17575069999998
0.0,14.6,16/04/2016,274.14907569999997
0.0,18.0,17/04/2016,290.2286474
0.0,18.25,18/04/2016,295.0102957
0.0,14.55,19/04/2016,221.17575069999998
0.0,14.5,20/04/2016,238.95452886666666
0.0,14.05,21/04/2016,221.17575069999998
0.0,12.6,22/04/2016,221.17575069999998
25.8,11.05,23/04/2016,240.5792804
32.5,9.3,24/04/2016,275.67026810000004
15.0,4.0,25/04/2016,275.9887048
2.2,5.6,26/04/2016,276.6314134
2.8,10.7,27/04/2016,276.12041949999997
0.0,11.0,28/04/2016,248.01801863333336
0.2,13.7,29/04/2016,275.98499439999995
1.4,14.05,30/04/2016,276.22984410000004
6.0,11.15,01/05/2016,276.94187410000006
7.8,7.6,02/05/2016,277.0451587
0.2,12.95,03/05/2016,275.6731375
0.0,12.35,04/05/2016,275.6340509
0.6,12.45,05/05/2016,275.8300855
4.0,12.1,06/05/2016,275.6085185
5.4,14.3,07/05/2016,275.6911855
0.0,15.15,08/05/2016,282.24088044999996
0.0,15.7,09/05/2016,281.73234813333335
0.0,18.05,10/05/2016,275.9746119
2.6,18.05,11/05/2016,276.0763945
13.3,14.75,12/05/2016,276.1332902
8.4,13.3,13/05/2016,275.93793989999995
14.5,10.6,14/05/2016,275.994158
31.9,13.45,15/05/2016,276.2410629
6.4,13.25,16/05/2016,276.6321392
15.1,9.8,17/05/2016,276.5574008
0.2,12.2,18/05/2016,276.3624376
6.6,11.75,19/05/2016,276.50780960000003
2.6,10.65,20/05/2016,276.47879819999997
0.0,17.0,21/05/2016,276.5038126
0.0,16.9,22/05/2016,266.2391584
0.0,15.0,23/05/2016,241.35798105
0.6,12.8,24/05/2016,278.547754
0.0,14.8,25/05/2016,265.63859176666665
0.0,16.9,26/05/2016,266.2391584
0.0,20.05,27/05/2016,276.35988205
0.0,21.35,28/05/2016,284.46289850000005
0.0,19.8,29/05/2016,277.2510121
0.0,15.95,30/05/2016,277.3687139
0.0,15.75,31/05/2016,275.18257655
0.0,13.85,01/06/2016,239.7366229
7.2,14.05,02/06/2016,277.045497
3.6,15.95,03/06/2016,276.8969536
13.3,16.4,04/06/2016,277.0327085
1.8,17.0,05/06/2016,276.9569736
4.6,17.85,06/06/2016,276.9506957
2.2,16.8,07/06/2016,277.0819815
3.2,18.5,08/06/2016,276.9707063
9.1,16.75,09/06/2016,277.1542318
1.0,17.3,10/06/2016,274.7996841
0.0,17.75,11/06/2016,277.0081689
9.2,16.9,12/06/2016,277.4690453
16.2,15.3,13/06/2016,276.84250410000004
0.0,17.75,14/06/2016,277.0081689
0.0,17.55,15/06/2016,247.05257269999998
0.0,20.1,16/06/2016,277.1059204
0.0,20.05,17/06/2016,276.35988205
0.0,19.25,18/06/2016,277.0724309
12.0,16.6,19/06/2016,276.9428153
0.2,15.6,20/06/2016,277.1127232
0.0,18.45,21/06/2016,281.67845845
0.0,21.25,22/06/2016,284.08959035
2.8,22.95,23/06/2016,277.0363684
0.0,25.25,24/06/2016,276.9091559
0.0,25.1,25/06/2016,276.8998325
0.0,23.95,26/06/2016,285.20995985
0.0,20.75,27/06/2016,275.89721169999996
0.0,20.4,28/06/2016,277.018555
0.0,21.15,29/06/2016,276.998983
6.8,22.35,30/06/2016,276.9656608
4.6,22.95,01/07/2016,277.0872416
0.0,23.75,02/07/2016,277.2163325
0.0,23.7,03/07/2016,283.17591335
0.0,24.05,04/07/2016,245.81001726666668
1.4,23.7,05/07/2016,277.2789493
15.0,22.1,06/07/2016,277.3454921
0.0,23.0,07/07/2016,288.13956490000004
0.0,24.45,08/07/2016,265.5336538
0.0,23.95,09/07/2016,285.20995985
15.1,24.25,10/07/2016,278.58142139999995
0.0,24.5,11/07/2016,279.9468057
0.0,26.0,12/07/2016,290.9855895
0.0,24.85,13/07/2016,282.0539736
0.0,20.55,14/07/2016,278.02242490000003
0.6,16.4,15/07/2016,282.8225756
0.0,15.9,16/07/2016,287.62496984999996
0.0,17.6,17/07/2016,281.57632193999996
0.0,21.3,18/07/2016,283.79882910000003
0.0,23.6,19/07/2016,264.7852791333333
0.0,24.9,20/07/2016,283.58123995
0.0,25.0,21/07/2016,285.256622
0.0,23.95,22/07/2016,285.20995985
0.0,25.8,23/07/2016,286.4610258
8.4,19.45,24/07/2016,286.9831089
8.4,21.5,25/07/2016,286.8368228
0.2,21.25,26/07/2016,286.73907189999994
16.3,22.8,27/07/2016,287.2794151
0.6,23.4,28/07/2016,287.67753319999997
0.0,22.6,29/07/2016,288.6508026
0.0,23.7,30/07/2016,283.17591335
0.0,24.6,31/07/2016,289.46310689999996
0.0,22.9,01/08/2016,289.0679475
12.7,23.0,02/08/2016,291.4645194
0.0,23.0,03/08/2016,288.13956490000004
0.0,24.0,04/08/2016,291.8392389
0.0,23.65,05/08/2016,292.99084460000006
11.7,18.25,06/08/2016,293.89187010000006
0.0,20.25,07/08/2016,294.4546586
0.2,21.2,08/08/2016,294.5351649
0.0,22.2,09/08/2016,284.21816055
0.0,21.8,10/08/2016,286.32131183333337
0.2,20.9,11/08/2016,294.946034
0.0,18.25,12/08/2016,295.0102957
0.0,18.8,13/08/2016,294.8348528
0.0,20.95,14/08/2016,290.67266995
0.0,22.45,15/08/2016,284.45378834999997
0.0,23.1,16/08/2016,293.27540654999996
2.6,21.05,17/08/2016,295.326775
1.8,20.85,18/08/2016,295.27136980000006
0.0,21.1,19/08/2016,284.7063083
0.0,22.95,20/08/2016,295.0479089
0.0,23.8,21/08/2016,295.1718293
0.0,21.25,22/08/2016,284.08959035
0.0,19.65,23/08/2016,290.99974705
0.0,21.05,24/08/2016,295.02092369999997
0.0,21.85,25/08/2016,272.27954320000003
0.0,23.85,26/08/2016,293.55466805
0.0,24.15,27/08/2016,294.64468839999995
0.0,23.6,28/08/2016,264.7852791333333
0.0,22.85,29/08/2016,294.8557078
1.6,23.1,30/08/2016,294.87708169999996
1.0,20.75,31/08/2016,292.24249069999996
0.4,21.15,01/09/2016,294.65547260000005
0.0,22.8,02/09/2016,290.10063785
0.0,23.95,03/09/2016,285.20995985
17.5,22.7,04/09/2016,294.64966610000005
1.6,19.95,05/09/2016,294.46240939999996
0.0,16.9,06/09/2016,266.2391584
30.1,15.25,07/09/2016,294.2023417
0.2,16.95,08/09/2016,294.2041201
2.4,19.3,09/09/2016,293.2369257
5.2,17.15,10/09/2016,294.05386150000004
3.0,18.35,11/09/2016,295.5932285
0.0,19.05,12/09/2016,264.13928856666666
2.4,19.95,13/09/2016,296.099689
1.4,20.3,14/09/2016,293.5109205
0.0,19.2,15/09/2016,294.3438779
25.5,19.4,16/09/2016,290.7872657
1.2,16.95,17/09/2016,283.4181
12.4,14.2,18/09/2016,281.50077999999996
5.9,13.85,19/09/2016,281.3974709
0.0,17.15,20/09/2016,286.1551645
1.4,16.2,21/09/2016,300.01347789999994
4.2,16.55,22/09/2016,300.0899728
0.0,15.8,23/09/2016,299.99189900000005
0.0,16.15,24/09/2016,298.0875671
0.0,16.7,25/09/2016,269.3600372
0.0,16.85,26/09/2016,291.36093
0.0,15.75,27/09/2016,275.18257655
0.0,16.25,28/09/2016,283.90489335
0.0,16.55,29/09/2016,261.13668745
0.0,16.2,30/09/2016,274.10906969999996
0.0,16.55,01/10/2016,261.13668745
30.0,14.9,02/10/2016,266.936223
0.2,15.85,03/10/2016,266.3381576
5.2,15.3,04/10/2016,268.188346
2.6,13.65,05/10/2016,268.7119371
4.8,12.55,06/10/2016,268.20694469999995
21.6,12.15,07/10/2016,268.0044138
4.2,12.8,08/10/2016,270.4436784
2.6,14.6,09/10/2016,273.7954125
1.0,14.05,10/10/2016,275.1130855
9.3,11.25,11/10/2016,291.8201791
0.0,10.05,12/10/2016,295.7178528
0.0,11.45,13/10/2016,293.8203305
0.0,20.15,14/10/2016,290.14573154999994
15.5,17.6,15/10/2016,294.00053379999997
0.0,16.1,16/10/2016,293.77794965
0.0,15.7,17/10/2016,281.73234813333335
3.2,12.15,18/10/2016,294.782203
0.2,12.65,19/10/2016,260.9386896
2.4,13.0,20/10/2016,294.9407111
3.6,13.35,21/10/2016,294.4893531
0.0,12.2,22/10/2016,287.877428
0.4,13.8,23/10/2016,294.4642793
0.0,17.85,24/10/2016,294.5531709
0.0,18.7,25/10/2016,294.5955628
3.8,17.25,26/10/2016,294.53126810000003
22.2,11.45,27/10/2016,294.6022972
0.0,11.5,28/10/2016,286.6539768333334
0.0,12.05,29/10/2016,284.8357024
0.0,13.8,30/10/2016,294.6042657
0.0,12.75,31/10/2016,295.61341400000003
0.0,11.35,01/11/2016,294.7167377
0.0,11.55,02/11/2016,264.43726886666667
7.6,12.4,03/11/2016,295.75564219999995
0.0,12.75,04/11/2016,295.61341400000003
0.2,11.6,05/11/2016,296.6075439
57.6,13.0,06/11/2016,296.6075439
1.2,9.55,07/11/2016,296.6075439
20.6,8.35,08/11/2016,296.6075439
3.0,7.3,09/11/2016,282.1848494
1.8,7.55,10/11/2016,282.1848494
24.4,7.3,11/11/2016,296.6075439
0.4,5.2,12/11/2016,296.6075439
0.0,5.95,13/11/2016,261.91469895
0.4,7.25,14/11/2016,296.6075439
0.0,7.75,15/11/2016,296.6075439
0.0,6.75,16/11/2016,289.06439735000004
1.0,9.45,17/11/2016,296.6075439
0.2,13.45,18/11/2016,296.6075439
18.7,11.3,19/11/2016,296.6075439
0.0,13.3,20/11/2016,296.02190935
0.0,12.7,21/11/2016,296.6075439
0.0,13.2,22/11/2016,296.6075439
0.0,13.2,23/11/2016,296.6075439
0.2,13.0,24/11/2016,296.6075439
34.4,10.45,25/11/2016,296.6075439
0.2,9.8,26/11/2016,296.6075439
0.0,9.55,27/11/2016,288.1083363
0.0,9.0,28/11/2016,296.6075439
0.0,2.1,29/11/2016,296.6075439
0.0,3.25,30/11/2016,296.6075439
0.0,5.1,01/12/2016,293.2237942333333
0.0,5.5,02/12/2016,295.62162915
0.0,6.8,03/12/2016,291.50363745000004
0.0,9.3,04/12/2016,296.6075439
0.0,8.6,05/12/2016,296.6075439
0.0,7.5,06/12/2016,296.6075439
0.0,8.05,07/12/2016,296.07674265
0.0,7.15,08/12/2016,296.6075439
0.0,8.3,09/12/2016,292.48161523333334
0.0,8.2,10/12/2016,285.9295948333333
0.0,6.35,11/12/2016,286.5482365333333
0.0,8.75,12/12/2016,296.6075439
0.0,6.05,13/12/2016,296.6075439
0.0,5.8,14/12/2016,288.87277136666665
0.0,6.85,15/12/2016,295.30245164999997
0.0,5.55,16/12/2016,296.6075439
0.0,4.35,17/12/2016,293.2129685
0.0,3.6,18/12/2016,292.99206025
5.0,3.6,19/12/2016,296.6075439
2.0,8.2,20/12/2016,296.6075439
0.0,9.1,21/12/2016,296.6075439
0.0,6.95,22/12/2016,293.16761733333334
0.0,8.65,23/12/2016,291.66477145
0.0,9.2,24/12/2016,296.6075439
0.0,6.4,25/12/2016,296.6075439
0.0,10.25,26/12/2016,296.6075439
0.0,8.9,27/12/2016,285.81122244999995
0.0,7.3,28/12/2016,296.6075439
0.0,2.15,29/12/2016,296.6075439
0.0,1.1,30/12/2016,291.73064985
0.0,2.5,31/12/2016,296.6075439
0.0,3.35,01/01/2017,296.6075439
0.0,3.7,02/01/2017,296.6075439
15.0,4.2,03/01/2017,296.6075439
0.0,4.35,04/01/2017,293.2129685
6.8,1.9,05/01/2017,296.6075439
0.0,-4.3,06/01/2017,296.60754390000005
2.2,-4.9,07/01/2017,296.60754390000005
2.0,-3.2,08/01/2017,296.60754390000005
1.4,-0.4,09/01/2017,296.60754390000005
0.0,-2.0,10/01/2017,296.60754390000005
0.0,-2.35,11/01/2017,296.60754390000005
5.8,1.05,12/01/2017,296.6075439
28.6,3.1,13/01/2017,296.6075439
0.8,0.35,14/01/2017,296.60754390000005
0.0,0.5,15/01/2017,296.60754390000005
0.0,2.45,16/01/2017,296.6075439
4.4,2.25,17/01/2017,296.6075439
10.0,2.45,18/01/2017,296.6075439
0.0,3.7,19/01/2017,296.6075439
0.0,3.9,20/01/2017,285.11884575
0.0,5.15,21/01/2017,296.6075439
0.0,7.15,22/01/2017,296.6075439
2.8,6.65,23/01/2017,296.6075439
0.8,4.8,24/01/2017,296.6075439
0.0,6.1,25/01/2017,293.4166698
0.0,3.3,26/01/2017,296.6075439
0.0,4.25,27/01/2017,296.6075439
0.0,5.35,28/01/2017,296.6075439
0.0,4.4,29/01/2017,296.6075439
0.0,4.55,30/01/2017,291.4056994
0.0,5.8,31/01/2017,288.87277136666665
1.4,6.8,01/02/2017,296.6075439
0.0,7.05,02/02/2017,296.6075439
2.0,8.4,03/02/2017,296.6075439
5.0,9.15,04/02/2017,296.6075439
15.8,8.55,05/02/2017,296.6075439
30.0,5.9,06/02/2017,296.6075439
3.6,6.35,07/02/2017,296.6075439
0.2,6.85,08/02/2017,296.6075439
1.2,5.55,09/02/2017,296.6075439
2.6,8.05,10/02/2017,296.6075439
0.0,7.85,11/02/2017,296.6075439
0.0,8.15,12/02/2017,296.6075439
0.0,8.15,13/02/2017,296.6075439
0.0,7.1,14/02/2017,296.6075439
0.0,6.95,15/02/2017,293.16761733333334
0.0,8.1,16/02/2017,296.6075439
0.0,7.1,17/02/2017,296.6075439
6.4,4.95,18/02/2017,296.6075439
0.0,5.1,19/02/2017,293.2237942333333
0.0,5.3,20/02/2017,273.8512721
0.0,5.5,21/02/2017,295.62162915
0.0,6.85,22/02/2017,295.30245164999997
0.0,8.35,23/02/2017,267.53809996666666
3.8,8.0,24/02/2017,294.82201410000005
2.8,9.05,25/02/2017,294.553379
0.0,9.55,26/02/2017,288.1083363
0.0,9.8,27/02/2017,286.6732973
0.6,8.4,28/02/2017,291.19615330000005
2.0,8.8,01/03/2017,288.6040936
0.0,8.85,02/03/2017,289.89635930000003
0.0,9.55,03/03/2017,288.1083363
2.2,10.0,04/03/2017,288.6375582
25.7,5.85,05/03/2017,288.6189608
23.2,8.85,06/03/2017,288.0262688
10.8,5.6,07/03/2017,287.55791630000004
0.0,8.4,08/03/2017,285.91843570000003
0.0,10.55,09/03/2017,286.5650012
1.4,10.85,10/03/2017,287.22234130000004
0.2,7.35,11/03/2017,286.7405164
0.0,6.8,12/03/2017,291.50363745000004
0.0,8.7,13/03/2017,285.02726795
0.0,8.65,14/03/2017,291.66477145
0.0,8.25,15/03/2017,286.8243296
0.0,9.65,16/03/2017,291.37811095
0.0,11.5,17/03/2017,286.6539768333334
0.0,10.1,18/03/2017,288.4987318
0.0,10.3,19/03/2017,243.21402665
0.0,12.95,20/03/2017,246.2066743
0.0,13.05,21/03/2017,286.7397736666667
0.0,13.5,22/03/2017,287.1178523
0.0,13.1,23/03/2017,287.096405
0.0,14.65,24/03/2017,286.0702278499999
0.0,15.5,25/03/2017,262.22199596666667
2.4,12.05,26/03/2017,287.231903
8.2,7.35,27/03/2017,228.3064201
0.0,8.55,28/03/2017,286.7941969
0.0,11.55,29/03/2017,264.43726886666667
0.0,14.65,30/03/2017,286.0702278499999
0.0,15.2,31/03/2017,285.9932595
0.0,13.6,01/04/2017,285.44382235
5.2,11.45,02/04/2017,286.45502739999995
12.0,9.55,03/04/2017,285.9679685
2.4,11.6,04/04/2017,285.24754859999996
14.5,11.75,05/04/2017,286.32539239999994
12.4,10.7,06/04/2017,286.4090661
0.0,10.55,07/04/2017,286.5650012
0.0,12.9,08/04/2017,273.9533986
0.0,14.3,09/04/2017,274.2687412
0.0,14.85,10/04/2017,273.62845110000006
5.6,14.25,11/04/2017,286.7788145
0.6,13.95,12/04/2017,286.5581728
0.2,13.75,13/04/2017,286.7820897
0.0,13.55,14/04/2017,287.87585955000003
0.0,13.25,15/04/2017,287.02982569999995
2.0,13.95,16/04/2017,287.1842157
1.0,13.45,17/04/2017,286.92724080000005
3.0,9.95,18/04/2017,286.5719101
1.4,4.75,19/04/2017,286.3109447
0.0,4.55,20/04/2017,291.4056994
0.0,5.1,21/04/2017,293.2237942333333
0.0,7.55,22/04/2017,282.8673719333333
0.0,10.7,23/04/2017,284.8843918
0.0,11.1,24/04/2017,256.071703
0.0,12.1,25/04/2017,243.78770669999997
