Rainfall_Monteporzio,Rainfall_Velletri,Volume_Pozzo_1,Volume_Pozzo_2,Volume_Pozzo_3,Volume_Pozzo_4,Volume_Pozzo_5+6,Volume_Pozzo_7,Volume_Pozzo_8,Volume_Pozzo_9,Temperature_Monteporzio,Temperature_Velletri,Date,Depth_to_Groundwater_Pozzo_1,Depth_to_Groundwater_Pozzo_2,Depth_to_Groundwater_Pozzo_3,Depth_to_Groundwater_Pozzo_4,Depth_to_Groundwater_Pozzo_5,Depth_to_Groundwater_Pozzo_6,Depth_to_Groundwater_Pozzo_7,Depth_to_Groundwater_Pozzo_8,Depth_to_Groundwater_Pozzo_9
7.4,20.6,1085.0733333333333,3438.586666666667,3460.087777777778,3522.0516666666667,7248.883333333333,2627.897777777778,3698.1455555555553,3304.131666666666,6.69,9.86,14/12/2012,-38.22,-100.6,-114.89,-101.13,-104.15,-93.62,-97.43,-99.02,-93.39
2.6,8.0,851.8116666666667,3323.5722222222225,3630.3783333333336,3479.480555555556,6710.299444444444,2646.0738888888886,3491.6466666666665,3405.068333333333,11.06,12.31,15/12/2012,-24.84,-91.22,-107.76,-96.23,-97.44,-90.19,-91.84,-93.34,-93.85
0.0,0.0,873.9272222222221,2962.762777777778,3408.6033333333335,3398.7294444444447,7420.972777777777,2690.5422222222223,3856.9816666666675,3024.1172222222217,10.74,13.09,16/12/2012,-35.89,-96.51,-117.12,-98.39,-101.42,-91.24,-95.25,-97.44,-104.87
5.0,10.8,1392.0088888888888,3370.981666666666,3000.875,3468.0866666666666,7210.112222222222,2395.695555555556,3552.8322222222223,3186.127222222223,8.07,11.42,17/12/2012,-24.66,-93.13,-112.45,-97.88,-100.18,-91.61,-93.61,-95.29,-95.44
0.0,0.0,985.642777777778,3371.0811111111116,3327.8583333333336,3652.9411111111112,8011.690555555557,2852.981111111111,4056.1633333333334,3201.3438888888886,4.97,10.92,18/12/2012,-34.85,-97.93,-117.72,-100.1,-102.6,-92.21,-96.75,-98.42,-105.28
0.0,0.0,847.5938888888891,3354.7055555555553,3378.3555555555554,3637.438888888889,7959.494444444445,2763.819444444445,3982.753333333333,3222.8588888888894,3.74,9.43,19/12/2012,-28.2,-93.45,-112.87,-97.95,-100.26,-91.72,-93.85,-95.53,-95.98
0.0,0.0,895.7416666666667,3097.512777777778,3366.221111111111,3551.753888888889,7754.779444444444,2685.5533333333333,3908.363888888889,3059.7855555555557,5.3,7.99,20/12/2012,-24.84,-91.22,-107.76,-96.23,-97.44,-90.19,-91.84,-93.34,-93.85
3.6,3.6,944.1211111111111,2979.5333333333338,2867.87,3222.4966666666674,7006.319999999999,2425.4694444444444,3498.8994444444443,2929.8627777777783,4.28,7.02,21/12/2012,-32.9,-94.1,-108.9,-98.13,-100.54,-91.96,-94.5,-96.23,-97.41
0.0,0.0,985.642777777778,3343.9144444444446,3197.456666666667,3652.0672222222224,8015.198333333332,2849.4950000000003,4019.147777777778,3239.7472222222223,5.9,8.91,22/12/2012,-34.27,-97.93,-117.72,-100.12,-102.62,-92.22,-96.77,-98.58,-105.09
0.0,0.0,835.4872222222223,3402.4366666666665,3321.657777777778,3644.545555555555,7993.598333333334,2659.815,4027.7199999999993,3228.6661111111107,7.2,9.01,23/12/2012,-29.0,-94.06,-112.25,-98.21,-100.71,-92.03,-94.4,-96.14,-96.59
0.4,0.0,267.28333333333336,3291.707777777778,3835.6605555555557,3449.195555555556,7521.095000000001,2687.012777777778,3576.5016666666666,3465.2855555555557,8.38,11.34,24/12/2012,-24.84,-91.22,-107.76,-96.23,-97.44,-90.19,-91.84,-93.34,-93.85
0.2,0.0,460.00388888888887,3214.4594444444447,3604.568333333333,3538.1399999999994,7588.410555555554,2733.488888888889,3907.466111111111,3258.781666666667,9.33,11.56,25/12/2012,-24.84,-91.22,-107.76,-96.23,-97.44,-90.19,-91.84,-93.34,-93.85
10.4,3.0,1025.4816666666668,3214.123333333333,3288.7594444444444,3322.4011111111113,6919.349444444445,2546.5027777777777,3545.443888888889,3152.3594444444443,11.13,13.37,26/12/2012,-34.56,-93.64,-113.51,-98.0,-100.35,-91.7,-93.96,-95.62,-96.2
0.6,9.8,1238.6138888888886,3547.415,4001.8744444444446,3660.628333333333,7386.428888888889,2684.422777777778,3821.0588888888897,3575.391666666667,8.46,11.57,27/12/2012,-24.25,-93.17,-110.17,-98.06,-100.46,-91.67,-93.45,-95.07,-94.9
0.2,0.0,621.2105555555555,3480.556111111111,3497.124444444444,3672.898333333333,7762.743333333334,2820.084444444444,4046.819999999999,3540.878333333333,8.0,12.5,28/12/2012,-30.56,-94.15,-113.5,-98.25,-100.67,-92.02,-94.48,-96.2,-96.75
0.0,0.0,985.642777777778,3341.3166666666666,3170.442222222222,3651.141666666667,8013.908333333334,2846.0633333333335,4004.8299999999995,3243.733333333333,5.3,10.16,29/12/2012,-34.27,-97.93,-117.72,-100.12,-102.62,-92.22,-96.77,-98.58,-105.09
0.0,0.0,842.3733333333333,2804.4633333333336,3047.597222222222,3155.7566666666667,6888.136666666666,2446.7227777777775,3523.6433333333334,2742.3416666666667,5.18,8.4,30/12/2012,-35.87,-99.6,-114.12,-100.67,-104.14,-93.26,-97.43,-98.62,-92.71
0.0,0.0,786.9161111111111,2979.0783333333334,3383.418888888889,3398.8088888888888,7429.751111111111,2682.323888888889,3865.690555555556,3037.608888888889,5.17,7.63,31/12/2012,-35.89,-96.51,-117.12,-98.39,-101.42,-91.24,-95.25,-97.44,-104.87
0.4,0.2,1311.691111111111,3341.2294444444437,3516.9894444444444,3667.3905555555557,7074.720555555556,2696.7783333333336,3870.013333333333,3609.462222222222,5.9,8.69,01/01/2013,-28.6,-98.44,-114.7,-100.6,-103.09,-93.42,-96.08,-97.58,-88.96
0.6,0.8,1229.0011111111114,3360.0755555555556,3379.472777777778,3497.306111111111,6869.606111111111,2553.473333333333,3607.942777777778,3284.2850000000003,6.24,9.55,02/01/2013,-34.56,-93.64,-113.51,-98.0,-100.35,-91.7,-93.96,-95.62,-96.2
0.0,0.0,898.5755555555556,3342.1666666666665,3201.6466666666665,3651.215555555555,8012.642222222222,2842.355,4013.366111111111,3253.677222222222,7.4,11.71,03/01/2013,-34.85,-97.93,-117.72,-100.1,-102.6,-92.21,-96.75,-98.42,-105.28
0.0,0.0,547.0461111111111,3369.612777777778,3323.238333333333,3644.733333333333,7992.306111111113,2661.992777777778,4005.9238888888885,3216.668333333333,6.34,9.25,04/01/2013,-28.2,-93.45,-112.87,-97.95,-100.26,-91.72,-93.85,-95.53,-95.98
0.0,0.0,985.642777777778,3343.9144444444446,3197.456666666667,3652.0672222222224,8015.198333333332,2849.4950000000003,4019.147777777778,3239.7472222222223,6.08,8.8,05/01/2013,-34.27,-97.93,-117.72,-100.12,-102.62,-92.22,-96.77,-98.58,-105.09
0.0,0.0,923.7049999999999,3281.081666666667,3314.5722222222225,3571.987222222222,7804.856666666666,2737.101666666667,3917.897222222222,3135.270555555556,8.18,9.58,06/01/2013,-24.84,-91.22,-107.76,-96.23,-97.44,-90.19,-91.84,-93.34,-93.85
0.0,0.0,958.3894444444444,3510.0666666666666,3342.8700000000003,3648.027777777778,7935.398888888889,2790.2205555555556,4030.1722222222215,3203.3866666666668,7.98,10.05,07/01/2013,-24.29,-93.16,-110.17,-98.06,-100.46,-91.67,-93.45,-95.08,-94.9
0.0,0.0,875.6433333333333,3402.4366666666665,3321.657777777778,3644.545555555555,7993.598333333334,2659.815,4027.7199999999993,3228.6661111111107,6.87,9.02,08/01/2013,-29.0,-94.06,-112.25,-98.21,-100.71,-92.03,-94.4,-96.14,-96.59
0.0,0.0,875.6433333333333,3371.012777777778,3352.656111111111,3644.3311111111116,7956.764444444443,2837.7244444444445,4018.9411111111112,3185.5105555555556,6.79,9.2,09/01/2013,-29.0,-94.06,-112.25,-98.21,-100.71,-92.03,-94.4,-96.14,-96.59
2.2,3.2,1494.4933333333333,3591.061111111111,3378.3349999999996,3724.886666666667,7615.788888888888,2703.354444444444,4009.562222222222,3378.3261111111115,6.7,9.0,10/01/2013,-33.38,-92.94,-107.88,-97.22,-99.64,-91.3,-93.63,-94.66,-97.02
1.0,1.4,1109.5322222222223,3306.6933333333336,3255.815,3459.382222222222,7055.181111111112,2602.932777777778,3600.208888888889,3240.8216666666667,5.71,8.01,11/01/2013,-24.84,-91.22,-107.76,-96.23,-97.44,-90.19,-91.84,-93.34,-93.85
0.0,0.2,1282.5000000000002,3409.7349999999997,3611.8761111111107,3447.4644444444443,6970.308888888889,2554.7283333333335,3732.3138888888893,3362.6766666666667,6.17,7.85,12/01/2013,-34.56,-93.64,-113.51,-98.0,-100.35,-91.7,-93.96,-95.62,-96.2
48.2,40.0,1161.3183333333336,3422.2866666666664,3420.616111111111,3625.38,7386.336111111112,2619.881111111111,3651.2283333333335,3353.601666666667,6.99,9.19,13/01/2013,-23.64,-93.34,-110.11,-98.19,-100.6,-91.8,-93.78,-95.5,-90.46
8.2,5.4,1234.3211111111113,3118.579444444444,2982.741666666667,3284.5116666666663,7109.4944444444445,2377.262222222222,3527.4472222222225,2961.4194444444447,6.78,9.21,14/01/2013,-32.9,-94.1,-108.9,-98.13,-100.54,-91.96,-94.5,-96.23,-97.41
5.8,5.0,1090.0688888888888,3071.337777777778,3142.4333333333334,3272.9255555555555,6933.3677777777775,2437.321111111111,3442.443888888889,3041.875555555556,4.39,7.55,15/01/2013,-32.9,-94.1,-108.9,-98.13,-100.54,-91.96,-94.5,-96.23,-97.41
21.4,30.2,1095.8794444444445,3583.106111111111,3366.2911111111116,3655.9138888888897,7894.178888888889,2608.227222222222,3834.5616666666665,3339.3255555555556,1.75,4.8,16/01/2013,-28.2,-93.45,-112.87,-97.95,-100.26,-91.72,-93.85,-95.53,-95.98
10.0,14.6,1768.4222222222224,3452.2455555555553,3094.1583333333333,3503.0044444444447,7271.0472222222215,2367.5288888888886,3693.5977777777784,3221.5361111111115,1.32,4.96,17/01/2013,-30.57,-93.74,-113.69,-97.97,-100.35,-91.78,-94.06,-95.72,-96.45
1.8,0.6,919.4677777777779,3301.6172222222217,3304.183333333333,3372.902222222222,6516.1866666666665,2534.5733333333337,3666.543333333333,3380.583333333334,0.2,4.15,18/01/2013,-33.41,-93.59,-113.05,-97.97,-100.34,-91.7,-93.92,-95.58,-94.47
9.8,9.0,1675.3083333333334,3554.4194444444443,3244.1344444444444,3609.6016666666665,7368.837777777777,2501.5255555555555,3678.7972222222224,3282.952777777778,2.28,5.28,19/01/2013,-27.43,-91.03,-108.0,-95.79,-97.42,-89.8,-97.36,-93.24,-94.19
31.4,43.6,1489.0611111111111,3409.922777777778,3382.804444444444,3533.8566666666666,7173.130000000001,2437.547222222222,3546.9827777777778,3218.946111111111,9.52,12.09,20/01/2013,-24.66,-93.13,-112.45,-97.88,-100.18,-91.61,-93.61,-95.29,-95.44
6.8,10.8,1777.3772222222224,3440.793333333333,3010.747777777777,3520.007222222222,7254.007777777777,2427.238333333333,3585.2716666666665,3113.167222222222,5.71,9.15,21/01/2013,-33.57,-93.66,-108.54,-97.77,-100.2,-91.75,-94.2,-95.83,-97.6
2.0,9.0,1000.8338888888889,3492.8177777777773,3747.3833333333337,3677.855,7303.206666666665,2780.482222222223,3855.318333333333,3491.974444444445,4.53,7.38,22/01/2013,-33.38,-92.94,-107.88,-97.22,-99.64,-91.3,-93.63,-94.66,-97.02
17.8,19.0,820.9022222222223,3559.941666666667,3772.1738888888885,3657.0105555555556,7593.816111111111,2781.233888888889,3862.639444444444,3547.4955555555553,2.79,6.05,23/01/2013,-24.25,-93.17,-110.17,-98.06,-100.46,-91.67,-93.45,-95.07,-94.9
1.2,1.0,1070.5677777777778,3326.032222222222,3396.0150000000003,3485.4077777777775,6858.730555555555,2604.5833333333335,3611.543333333333,3332.5061111111113,3.8,7.15,24/01/2013,-24.84,-91.22,-107.76,-96.23,-97.44,-90.19,-91.84,-93.34,-93.85
0.0,0.0,881.655,3392.075555555556,3309.1044444444447,3561.8233333333333,7727.086666666666,2694.0,3874.212777777778,3163.8661111111114,3.39,7.99,25/01/2013,-24.84,-91.22,-107.76,-96.23,-97.44,-90.19,-91.84,-93.34,-93.85
0.0,0.0,386.4038888888889,3342.1666666666665,3201.6466666666665,3651.215555555555,8012.642222222222,2842.355,4013.366111111111,3253.677222222222,2.22,6.91,26/01/2013,-34.85,-97.93,-117.72,-100.1,-102.6,-92.21,-96.75,-98.42,-105.28
0.0,0.0,185.54999999999998,3370.3111111111116,3286.2961111111113,3651.676666666667,7964.862222222222,2851.7216666666664,4053.053888888889,3228.4433333333336,3.12,6.05,27/01/2013,-28.2,-93.45,-112.87,-97.95,-100.26,-91.72,-93.85,-95.53,-95.98
14.6,18.2,933.1316666666668,3603.811666666667,3909.593888888888,3671.832222222222,7440.042222222222,2818.609999999999,3870.687777777778,3661.3127777777772,3.49,6.08,28/01/2013,-24.25,-93.17,-110.17,-98.06,-100.46,-91.67,-93.45,-95.07,-94.9
0.0,0.0,819.9277777777778,3394.805,3327.102777777778,3631.947222222222,7937.916666666667,2722.6677777777777,3975.8588888888894,3197.323333333333,5.42,8.3,29/01/2013,-45.41,-91.14,-108.09,-95.79,-97.35,-90.09,-97.36,-92.88,-94.65
0.2,0.0,505.09833333333336,3370.7994444444444,3445.2394444444444,3480.746111111111,7565.697222222221,2669.758333333333,3770.3611111111113,3343.1261111111107,7.27,9.49,30/01/2013,-24.84,-91.22,-107.76,-96.23,-97.44,-90.19,-91.84,-93.34,-93.85
0.2,0.0,848.0327777777778,3442.285555555555,3652.2705555555553,3665.613888888889,7726.963888888889,2810.3488888888887,4039.460555555556,3432.6538888888886,8.94,11.97,31/01/2013,-30.56,-94.15,-113.5,-98.25,-100.67,-92.02,-94.48,-96.2,-96.75
0.0,0.2,1579.7016666666668,3306.315,3801.564444444444,3411.2922222222223,6528.132222222222,2563.7561111111113,3708.9938888888887,3369.943888888889,9.62,11.52,01/02/2013,-24.84,-91.22,-107.76,-96.23,-97.44,-90.19,-91.84,-93.34,-93.85
3.8,8.2,1537.1633333333334,3383.950555555555,3062.5355555555557,3517.5499999999997,7254.385,2337.613888888889,3607.583888888889,3218.138888888889,8.61,11.11,02/02/2013,-24.66,-93.13,-112.45,-97.88,-100.18,-91.61,-93.61,-95.29,-95.44
3.2,5.2,920.0611111111112,3006.285555555556,3157.481666666667,3240.6505555555555,6865.586666666666,2472.4116666666664,3512.9494444444445,3031.0172222222222,3.65,6.99,03/02/2013,-32.9,-94.1,-108.9,-98.13,-100.54,-91.96,-94.5,-96.23,-97.41
0.0,0.0,610.17,3126.4194444444447,3435.24,3558.89,7774.863333333332,2740.7861111111106,3946.6605555555557,3181.447777777778,3.42,7.31,04/02/2013,-24.84,-91.22,-107.76,-96.23,-97.44,-90.19,-91.84,-93.34,-93.85
0.0,0.8,1337.4183333333335,3537.1416666666673,3920.0099999999998,3651.5733333333337,6976.272777777778,2565.086111111111,3969.015555555556,3560.7761111111113,6.08,7.78,05/02/2013,-33.63,-93.21,-108.18,-97.88,-99.93,-91.43,-93.84,-95.03,-97.71
5.4,2.4,945.39,3080.6083333333336,3032.970555555556,3230.9155555555553,6875.89,2476.931111111111,3421.546666666667,2982.0516666666667,5.08,8.15,06/02/2013,-32.9,-94.1,-108.9,-98.13,-100.54,-91.96,-94.5,-96.23,-97.41
13.2,17.8,996.6561111111112,3588.0722222222225,3768.321666666667,3660.244444444445,7406.189999999999,2759.991666666667,3966.5416666666665,3599.9511111111115,1.33,4.73,07/02/2013,-24.25,-93.17,-110.17,-98.06,-100.46,-91.67,-93.45,-95.07,-94.9
0.2,0.0,775.2744444444444,3576.773333333333,3800.8877777777784,3648.4905555555556,7899.560555555554,2826.0144444444445,3752.6500000000005,3648.9505555555556,2.42,5.73,08/02/2013,-49.74,-99.61,-116.9,-100.83,-103.39,-92.82,-95.95,-98.74,-92.12
0.0,0.0,368.4822222222222,2806.0805555555557,3384.7627777777775,3410.4355555555553,7438.766666666666,2695.227777777778,3884.170555555556,3014.987777777778,0.37,4.47,09/02/2013,-35.89,-96.51,-117.12,-98.39,-101.42,-91.24,-95.25,-97.44,-104.87
0.0,0.0,368.4822222222222,2772.0333333333333,2940.926666666667,3040.8922222222222,6644.937222222222,2334.125555555556,3368.803888888889,2723.0022222222224,0.33,3.84,10/02/2013,-35.87,-99.6,-114.12,-100.67,-104.14,-93.26,-97.43,-98.62,-92.71
55.6,20.8,1100.7305555555556,3411.21,3529.6022222222223,3624.817777777778,7481.66,2741.555555555555,3880.9100000000003,3501.1177777777775,2.08,5.65,11/02/2013,-23.64,-93.34,-110.11,-98.19,-100.6,-91.8,-93.78,-95.5,-90.46
3.6,5.6,947.9472222222222,3006.4355555555558,3271.0594444444446,3239.228333333333,6719.781111111111,2423.7833333333333,3388.7855555555557,3084.873888888889,3.95,7.1,12/02/2013,-32.9,-94.1,-108.9,-98.13,-100.54,-91.96,-94.5,-96.23,-97.41
0.0,0.0,916.3433333333334,3392.075555555556,3309.1044444444447,3561.8233333333333,7727.086666666666,2694.0,3874.212777777778,3163.8661111111114,3.42,7.94,13/02/2013,-24.84,-91.22,-107.76,-96.23,-97.44,-90.19,-91.84,-93.34,-93.85
0.0,0.0,803.9566666666666,2947.0305555555556,3393.298888888889,3403.192222222222,7364.580555555556,2630.6177777777775,3816.2799999999997,2987.479444444444,4.14,8.22,14/02/2013,-35.89,-96.51,-117.12,-98.39,-101.42,-91.24,-95.25,-97.44,-104.87
0.0,0.0,757.9422222222222,3443.222222222222,3120.3922222222227,3650.1772222222226,7988.588333333335,2830.209444444444,3992.1638888888897,3245.275,4.14,6.66,15/02/2013,-28.2,-93.45,-112.87,-97.95,-100.26,-91.72,-93.85,-95.53,-95.98
0.0,0.0,858.0344444444445,3356.4561111111107,3328.0699999999997,3664.2916666666665,8021.2427777777775,2844.1944444444443,4088.2827777777784,3158.242777777778,4.96,8.2,16/02/2013,-38.39,-97.93,-117.72,-100.08,-102.57,-92.19,-96.73,-98.38,-105.39
3.0,4.4,1003.7250000000001,3058.093888888889,3063.0938888888895,3246.7205555555556,6881.974444444444,2458.771666666667,3506.6277777777777,3012.493333333334,4.02,7.1,17/02/2013,-32.9,-94.1,-108.9,-98.13,-100.54,-91.96,-94.5,-96.23,-97.41
0.4,0.2,1194.173888888889,3281.4222222222224,3821.852222222222,3645.185,7835.337222222222,2855.227222222222,3945.920555555556,3426.777777777778,3.13,6.19,18/02/2013,-28.6,-98.44,-114.7,-100.6,-103.09,-93.42,-96.08,-97.58,-88.96
0.0,0.0,321.8766666666667,3367.725,3317.518333333333,3649.5049999999997,7957.684444444443,2844.409444444444,4039.5016666666666,3249.4755555555557,2.98,6.45,19/02/2013,-28.2,-93.45,-112.87,-97.95,-100.26,-91.72,-93.85,-95.53,-95.98
0.0,0.0,319.67833333333334,3229.127222222223,3354.3244444444445,3649.5633333333335,7973.287777777778,2767.1827777777776,4027.7972222222224,3211.4622222222224,3.53,5.96,20/02/2013,-28.2,-93.45,-112.87,-97.95,-100.26,-91.72,-93.85,-95.53,-95.98
1.8,0.0,489.28888888888895,3425.909444444444,3682.0194444444446,3556.813888888889,7755.655000000001,2759.9988888888893,3883.4755555555553,3456.9227777777774,5.34,7.78,21/02/2013,-38.22,-100.6,-114.89,-101.13,-104.15,-93.62,-97.43,-99.02,-93.39
5.0,16.2,1440.5466666666669,3352.339444444444,2996.496111111111,3488.2472222222223,7244.977222222223,2461.5555555555557,3630.4244444444444,3111.2655555555557,6.25,8.92,22/02/2013,-33.58,-93.26,-108.22,-97.41,-99.97,-91.51,-93.9,-95.33,-97.49
46.8,32.8,1243.3444444444444,3345.2188888888886,3260.8099999999995,3553.3616666666667,7422.838333333333,2527.3827777777774,3722.256666666667,3246.5755555555556,5.17,8.21,23/02/2013,-30.57,-93.74,-113.69,-97.97,-100.35,-91.78,-94.06,-95.72,-96.45
1.8,2.6,1006.1755555555555,3526.897222222223,3681.215555555555,3695.982222222223,7324.887222222223,2833.865,3850.748888888889,3546.3599999999997,2.47,5.85,24/02/2013,-33.38,-92.94,-107.88,-97.22,-99.64,-91.3,-93.63,-94.66,-97.02
12.0,10.2,1413.4916666666666,3534.507777777778,3524.97,3596.0172222222222,7304.070000000001,2549.551111111111,3730.2794444444453,3445.7055555555553,0.59,4.39,25/02/2013,-34.56,-93.64,-113.51,-98.0,-100.35,-91.7,-93.96,-95.62,-96.2
13.2,0.0,854.5983333333334,3462.6755555555555,3524.4233333333336,3536.7233333333334,7672.087777777779,2568.9811111111107,3765.8027777777784,3379.976666666667,3.13,6.76,26/02/2013,-35.6,-99.26,-114.12,-100.52,-104.14,-93.14,-97.42,-98.49,-92.71
0.4,0.0,398.4127777777778,3494.4594444444447,4017.1411111111106,3672.9338888888888,8009.539444444444,2849.514444444444,3673.0899999999997,3452.2677777777776,4.59,9.15,27/02/2013,-39.82,-95.52,-116.98,-98.95,-101.42,-91.22,-95.68,-96.5,-105.58
0.0,0.0,943.2033333333334,3324.7744444444443,3146.5422222222223,3650.7194444444444,7989.498333333335,2833.525555555556,4005.8499999999995,3242.6049999999996,5.73,8.66,28/02/2013,-28.2,-93.45,-112.87,-97.95,-100.26,-91.72,-93.85,-95.53,-95.98
0.0,0.0,814.4027777777778,3496.5244444444447,3347.3416666666662,3648.567777777778,7934.6227777777785,2788.044444444445,4032.326666666666,3200.945,7.27,10.42,01/03/2013,-24.29,-93.16,-110.17,-98.06,-100.46,-91.67,-93.45,-95.08,-94.9
0.0,0.0,648.5838888888889,3369.208888888889,3270.8722222222223,3642.4388888888893,7889.028333333332,2826.257777777778,4019.4044444444435,3222.2555555555555,8.48,11.33,02/03/2013,-23.66,-93.15,-109.56,-98.09,-100.53,-91.67,-93.4,-95.07,-89.9
0.2,0.0,1694.3555555555554,2931.5077777777783,3426.4355555555558,3472.323888888889,7112.071666666667,2702.9444444444443,3835.323888888889,3253.3194444444443,7.32,9.33,03/03/2013,-35.89,-96.51,-117.12,-98.39,-101.42,-91.24,-95.25,-97.44,-104.87
0.4,0.2,1671.2283333333335,3548.3827777777783,3607.737222222222,3646.221666666667,7979.930000000001,2711.422777777778,4009.5522222222226,3429.9144444444446,7.38,9.03,04/03/2013,-50.49,-101.04,-112.13,-102.4,-104.31,-93.92,-96.64,-98.83,-91.37
0.4,0.6,1635.0933333333332,3424.1638888888892,3423.386111111111,3690.9555555555553,7477.977777777778,2569.3522222222223,3978.1000000000004,3576.7016666666664,8.25,10.09,05/03/2013,-28.6,-98.44,-114.7,-100.6,-103.09,-93.42,-96.08,-97.58,-88.96
57.4,52.2,1038.2822222222223,3369.5738888888886,3420.161666666667,3583.898333333333,7371.877777777779,2764.6416666666664,3621.216111111111,3327.9355555555553,10.53,12.7,06/03/2013,-24.84,-91.22,-107.76,-96.23,-97.44,-90.19,-91.84,-93.34,-93.85
7.4,10.4,1399.5411111111111,3480.8394444444443,3326.2011111111115,3516.4577777777777,7027.83,2520.219444444444,3523.2622222222217,3282.1772222222226,11.07,12.74,07/03/2013,-22.66,-93.47,-110.38,-98.24,-100.64,-91.84,-93.93,-95.64,-95.47
10.8,16.2,1485.0055555555555,3549.5133333333333,3279.167777777778,3557.5994444444445,7163.892222222222,2459.7094444444447,3779.118333333334,3349.436666666667,10.33,12.902777777777777,08/03/2013,-27.43,-91.03,-108.0,-95.79,-97.42,-89.8,-97.36,-93.24,-94.19
2.0,3.4,895.6677777777777,3526.8161111111117,3776.710555555556,3691.5805555555553,7330.033888888888,2885.795,3883.687222222222,3536.345,11.59,13.716666666666667,09/03/2013,-33.38,-92.94,-107.88,-97.22,-99.64,-91.3,-93.63,-94.66,-97.02
18.4,18.6,1028.326111111111,3612.192777777778,3666.267777777777,3697.167777777778,7574.847777777778,2797.8016666666667,3874.2916666666665,3585.3527777777776,10.21,11.32,10/03/2013,-24.25,-93.17,-110.17,-98.06,-100.46,-91.67,-93.45,-95.07,-94.9
6.4,8.4,1480.7333333333336,3453.853888888889,3322.793333333333,3547.4255555555555,6991.806111111112,2322.9772222222223,3539.6361111111114,3293.458888888889,9.33,11.055,11/03/2013,-23.96,-93.09,-112.3,-97.89,-100.24,-91.59,-93.56,-95.23,-92.71
24.8,16.0,1625.0744444444442,3627.4538888888887,3508.1544444444444,3667.263333333333,7370.92,2566.958888888889,3911.1100000000006,3330.27,6.7,9.240555555555556,12/03/2013,-24.25,-93.17,-110.17,-98.06,-100.46,-91.67,-93.45,-95.07,-94.9
8.6,12.2,2011.8233333333333,3475.161666666667,2693.793333333333,3529.275555555555,7324.321111111111,2338.556111111111,3639.75,3027.101666666667,5.56,8.264444444444443,13/03/2013,-33.58,-93.26,-108.22,-97.41,-99.97,-91.51,-93.9,-95.33,-97.49
0.2,0.2,1148.5666666666666,3568.93,3520.715555555556,3628.4883333333332,6927.245,2601.904444444445,3784.6755555555555,3612.4555555555553,4.87,8.97,14/03/2013,-33.63,-93.21,-108.18,-97.88,-99.93,-91.43,-93.84,-95.03,-97.71
0.0,0.0,364.62833333333333,3403.230555555556,3335.1200000000003,3639.6555555555556,7983.224444444445,2649.0250000000005,4008.411666666666,3246.853888888889,3.37,6.08,15/03/2013,-28.2,-93.45,-112.87,-97.95,-100.26,-91.72,-93.85,-95.53,-95.98
0.0,0.0,304.59777777777776,3367.6027777777776,3281.874444444444,3649.726666666667,8003.748333333332,2843.2816666666668,4044.5661111111103,3224.739444444445,2.75,5.72,16/03/2013,-34.85,-97.93,-117.72,-100.1,-102.6,-92.21,-96.75,-98.42,-105.28
2.4,5.6,1092.9527777777778,3258.349444444444,3415.2038888888887,3464.3,7317.191111111111,2561.2527777777777,3607.2488888888893,3252.593888888889,4.99,9.0,17/03/2013,-34.56,-93.64,-113.51,-98.0,-100.35,-91.7,-93.96,-95.62,-96.2
14.0,17.6,1024.448888888889,3625.4250000000006,3885.232222222223,3707.8488888888887,7280.167777777778,2842.9483333333333,3943.4416666666675,3748.297777777778,8.69,12.24,18/03/2013,-24.25,-93.17,-110.17,-98.06,-100.46,-91.67,-93.45,-95.07,-94.9
0.0,0.0,648.5838888888889,2642.3811111111113,2877.3727777777776,2961.352222222222,6394.019444444444,2271.678888888889,3297.0955555555556,2627.4066666666668,7.82,12.03,19/03/2013,-46.68,-91.14,-108.09,-95.8,-97.4,-90.09,-97.36,-92.88,-94.65
8.6,12.6,1812.3955555555556,3486.8255555555556,2902.665,3531.9316666666664,7346.4161111111125,2405.361666666666,3649.306111111111,3149.5533333333337,7.66,11.72,20/03/2013,-33.58,-93.26,-108.22,-97.41,-99.96,-91.51,-93.9,-95.32,-97.46
1.2,0.6,988.4022222222221,3160.604444444444,3496.481111111111,3431.0583333333325,6806.790555555554,2646.4955555555553,3514.9411111111112,3329.8994444444447,7.53,14.18,21/03/2013,-24.84,-91.22,-107.76,-96.23,-97.44,-90.19,-91.84,-93.34,-93.85
0.0,0.0,546.8216666666667,3443.222222222222,3120.3922222222227,3650.1772222222226,7988.588333333335,2830.209444444444,3992.1638888888897,3245.275,8.66,14.77,22/03/2013,-23.66,-93.15,-109.56,-98.09,-100.53,-91.67,-93.4,-95.07,-89.9
0.2,0.0,390.84166666666664,3336.343888888889,3704.3555555555554,3536.257222222222,7653.276666666668,2730.3749999999995,3651.809444444445,3356.4349999999995,9.8,15.09,23/03/2013,-24.84,-91.22,-107.76,-96.23,-97.44,-90.19,-91.84,-93.34,-93.85
0.0,0.0,633.1116666666667,3246.5672222222224,3256.612222222222,3538.8583333333336,7658.931666666666,2486.962777777778,3876.3333333333335,3227.195555555556,12.89,19.46,24/03/2013,-23.56,-93.28,-109.74,-98.19,-100.6,-91.77,-93.66,-95.42,-95.06
